id,text,label
695,کرایه رفت و برگشت خریدم 4400,transport
696,1690 تومن تفریح گرفتم,entertainment
697,اشتراک فیلم 500 تومن شد,entertainment
698,مترو 1670 تومن شد,transport
699,برگر 1980 تومن شد,food
700,4900 تومن برای شهربازی دادم,entertainment
701,3720 خرج قبض گاز شد,housing
702,3360 تومن برای برگر دادم,food
703,330 تومن میوه گرفتم,shopping
704,شهربازی خریدم 830,entertainment
705,4740 تومن برای کیف دادم,shopping
706,3290 تومن برای خرید سوپر دادم,shopping
707,قبض گاز 1150 تومن شد,housing
708,مترو خریدم 800,transport
709,کیف خریدم 1930,shopping
710,کیف خریدم 4690,shopping
711,درمان 4240 تومن شد,health
712,3880 خرج بنزین شد,transport
713,2300 خرج صبحونه شد,food
714,410 خرج لباس شد,shopping
715,4260 خرج پیتزا شد,food
716,2950 خرج دکتر شد,health
717,1690 خرج اسنپ شد,transport
718,سینما 3500 تومن شد,entertainment
719,2520 تومن کیف گرفتم,shopping
720,4160 تومن آزمایش گرفتم,health
721,کنسرت خریدم 2640,entertainment
722,310 خرج تفریح شد,entertainment
723,4150 تومن برای اشتراک فیلم دادم,entertainment
724,2040 تومن برای خرید سوپر دادم,shopping
725,2980 تومن شام گرفتم,food
726,1780 تومن کباب گرفتم,food
727,4800 تومن دارو گرفتم,health
728,سینما خریدم 1480,entertainment
729,اسنپ خریدم 3940,transport
730,قبض آب خریدم 2310,housing
731,3510 خرج سینما شد,entertainment
732,4420 تومن برای بنزین دادم,transport
733,ناهار خریدم 2770,food
734,دکتر 3740 تومن شد,health
735,پیتزا خریدم 1540,food
736,لوازم تحریر خریدم 2800,shopping
737,آزمایش 4230 تومن شد,health
738,مترو 1790 تومن شد,transport
739,4810 تومن شارژ ساختمان گرفتم,housing
740,3160 تومن کباب گرفتم,food
741,360 تومن اسنپ گرفتم,transport
742,2300 خرج دارو شد,health
743,4480 تومن لوازم تحریر گرفتم,shopping
744,بنزین خریدم 240,transport
745,کنسرت 2780 تومن شد,entertainment
746,2590 تومن برای ناهار دادم,food
747,2960 تومن برای بنزین دادم,transport
748,3970 تومن برای دندانپزشک دادم,health
749,اتوبوس 4500 تومن شد,transport
750,کیف خریدم 1150,shopping
751,330 خرج قبض برق شد,housing
752,درمان 4680 تومن شد,health
753,2200 خرج لوازم تحریر شد,shopping
754,4990 تومن برای سینما دادم,entertainment
755,1970 خرج لوازم تحریر شد,shopping
756,اینترنت خونه خریدم 2150,housing
757,اتوبوس 1940 تومن شد,transport
758,آزمایش 1250 تومن شد,health
759,اینترنت خونه خریدم 750,housing
760,صبحونه خریدم 2130,food
761,دندانپزشک خریدم 700,health
762,1060 تومن برای اتوبوس دادم,transport
763,خرید سوپر خریدم 4740,shopping
764,اجاره 2760 تومن شد,housing
765,1950 خرج برگر شد,food
766,4490 تومن دارو گرفتم,health
767,3720 خرج کرایه رفت و برگشت شد,transport
768,1080 تومن برای مترو دادم,transport
769,اجاره 1100 تومن شد,housing
770,خرید سوپر خریدم 3840,shopping
771,بنزین 3110 تومن شد,transport
772,2840 تومن برای کنسرت دادم,entertainment
773,2400 خرج قبض آب شد,housing
774,1590 تومن برای لباس دادم,shopping
775,قبض گاز خریدم 4530,housing
776,سینما خریدم 4130,entertainment
777,1910 تومن برای شارژ ساختمان دادم,housing
778,سینما 2900 تومن شد,entertainment
779,100 تومن برای میوه دادم,shopping
780,دندانپزشک خریدم 2980,health
781,1020 تومن برای شارژ ساختمان دادم,housing
782,مترو 2930 تومن شد,transport
783,3370 تومن برای تفریح دادم,entertainment
784,قبض آب خریدم 4960,housing
785,3770 تومن برای کنسرت دادم,entertainment
786,3700 خرج اسنپ شد,transport
787,4710 خرج کنسرت شد,entertainment
788,2700 تومن خرید سوپر گرفتم,shopping
789,3930 تومن پیتزا گرفتم,food
790,کنسرت 4330 تومن شد,entertainment
791,ناهار 60 تومن شد,food
792,1930 تومن آزمایش گرفتم,health
793,3430 خرج درمان شد,health
794,2510 تومن اشتراک فیلم گرفتم,entertainment
795,صبحونه خریدم 2840,food
796,2730 تومن برای پیتزا دادم,food
797,100 خرج ویزیت شد,health
798,لوازم تحریر 2220 تومن شد,shopping
799,ساندویچ 2700 تومن شد,food
800,3190 خرج اسنپ شد,transport
801,قبض برق خریدم 1380,housing
802,فلافل خریدم 4930,food
803,تفریح 1260 تومن شد,entertainment
804,4250 تومن اینترنت خونه گرفتم,housing
805,3900 تومن لوازم تحریر گرفتم,shopping
806,کباب خریدم 1960,food
807,300 تومن آزمایش گرفتم,health
808,میوه خریدم 440,shopping
809,4030 تومن برای اشتراک فیلم دادم,entertainment
810,4600 خرج دارو شد,health
811,1100 خرج شام شد,food
812,250 تومن شهربازی گرفتم,entertainment
813,4620 خرج لباس شد,shopping
814,درمان 180 تومن شد,health
815,اجاره 4940 تومن شد,housing
816,دکتر خریدم 3870,health
817,850 خرج برگر شد,food
818,کرایه رفت و برگشت خریدم 4290,transport
819,کیف خریدم 1710,shopping
820,4060 تومن میوه گرفتم,shopping
821,1790 تومن درمان گرفتم,health
822,1200 تومن کباب گرفتم,food
823,3950 خرج قبض گاز شد,housing
824,4980 تومن برای آزمایش دادم,health
825,برگر خریدم 4030,food
826,1840 خرج کنسرت شد,entertainment
827,970 خرج بازی شد,entertainment
828,450 خرج کفش شد,shopping
829,3670 تومن شارژ ساختمان گرفتم,housing
830,برگر خریدم 800,food
831,لوازم تحریر خریدم 800,shopping
832,560 تومن قبض برق گرفتم,housing
833,2290 تومن برای برگر دادم,food
834,690 تومن اجاره گرفتم,housing
835,2310 خرج مترو شد,transport
836,2100 تومن دندانپزشک گرفتم,health
837,1830 خرج ساندویچ شد,food
838,فلافل خریدم 4440,food
839,برگر خریدم 2130,food
840,صبحونه 4650 تومن شد,food
841,دندانپزشک خریدم 880,health
842,1390 تومن برای اسنپ دادم,transport
843,760 تومن قبض آب گرفتم,housing
844,مترو خریدم 1430,transport
845,4020 تومن قبض آب گرفتم,housing
846,قبض برق 4850 تومن شد,housing
847,2550 خرج لوازم تحریر شد,shopping
848,2360 تومن دکتر گرفتم,health
849,اتوبوس خریدم 50,transport
850,1960 تومن برای قبض گاز دادم,housing
851,2220 خرج شهربازی شد,entertainment
852,1660 خرج اتوبوس شد,transport
853,2470 تومن برای میوه دادم,shopping
854,4970 تومن برای مترو دادم,transport
855,اینترنت خونه خریدم 3570,housing
856,دکتر خریدم 1680,health
857,1880 تومن قبض آب گرفتم,housing
858,3050 خرج دکتر شد,health
859,3950 خرج بنزین شد,transport
860,قهوه 4840 تومن شد,food
861,4270 تومن شهربازی گرفتم,entertainment
862,اشتراک فیلم 2570 تومن شد,entertainment
863,1250 تومن برای لباس دادم,shopping
864,میوه خریدم 3680,shopping
865,2310 خرج سینما شد,entertainment
866,2070 خرج تفریح شد,entertainment
867,2160 خرج درمان شد,health
868,3610 خرج فلافل شد,food
869,4700 تومن درمان گرفتم,health
870,3380 تومن برای شام دادم,food
871,3150 تومن بنزین گرفتم,transport
872,درمان خریدم 3480,health
873,560 تومن قبض آب گرفتم,housing
874,1150 خرج برگر شد,food
875,2870 خرج کیف شد,shopping
876,کیف خریدم 1150,shopping
877,2390 خرج قبض آب شد,housing
878,790 تومن برای کیف دادم,shopping
879,550 تومن برای قهوه دادم,food
880,سینما 610 تومن شد,entertainment
881,قبض برق خریدم 1770,housing
882,2490 تومن برای کرایه رفت و برگشت دادم,transport
883,سینما خریدم 2260,entertainment
884,1550 تومن اجاره گرفتم,housing
885,130 تومن برای خرید سوپر دادم,shopping
886,خرید سوپر 3480 تومن شد,shopping
887,میوه 2660 تومن شد,shopping
888,1710 خرج دکتر شد,health
889,بازی خریدم 1200,entertainment
890,میوه خریدم 970,shopping
891,3790 خرج سینما شد,entertainment
892,مترو خریدم 3050,transport
893,سینما 3620 تومن شد,entertainment
894,3870 تومن اتوبوس گرفتم,transport
895,4110 خرج دارو شد,health
896,اتوبوس 1680 تومن شد,transport
897,سینما خریدم 1360,entertainment
898,1620 خرج درمان شد,health
899,2020 خرج تفریح شد,entertainment
900,فلافل خریدم 1820,food
901,4180 تومن برای دکتر دادم,health
902,دندانپزشک 450 تومن شد,health
903,1240 تومن برای اجاره دادم,housing
904,ناهار 1930 تومن شد,food
905,2160 خرج آزمایش شد,health
906,کرایه رفت و برگشت خریدم 1980,transport
907,3270 خرج مترو شد,transport
908,لوازم تحریر 4780 تومن شد,shopping
909,2520 تومن برای دکتر دادم,health
910,اسنپ خریدم 1630,transport
911,4450 تومن برای دارو دادم,health
912,قهوه 710 تومن شد,food
913,تفریح خریدم 2600,entertainment
914,اشتراک فیلم خریدم 2530,entertainment
915,کفش 2520 تومن شد,shopping
916,پیتزا 4090 تومن شد,food
917,اجاره 1420 تومن شد,housing
918,ویزیت خریدم 880,health
919,درمان خریدم 3970,health
920,590 خرج دندانپزشک شد,health
921,3980 خرج برگر شد,food
922,4230 تومن قبض گاز گرفتم,housing
923,کفش 2810 تومن شد,shopping
924,سینما 3780 تومن شد,entertainment
925,2320 تومن برای اجاره دادم,housing
926,2260 تومن اجاره گرفتم,housing
927,4170 خرج اسنپ شد,transport
928,4420 خرج لباس شد,shopping
929,860 خرج کفش شد,shopping
930,اسنپ 4180 تومن شد,transport
931,2740 تومن برای فلافل دادم,food
932,880 تومن برای دندانپزشک دادم,health
933,1500 خرج لباس شد,shopping
934,4620 تومن قبض گاز گرفتم,housing
935,4720 تومن مترو گرفتم,transport
936,اینترنت خونه 660 تومن شد,housing
937,3660 تومن برای اسنپ دادم,transport
938,بنزین خریدم 2030,transport
939,3250 تومن برای کرایه رفت و برگشت دادم,transport
940,کفش خریدم 1940,shopping
941,2080 خرج ساندویچ شد,food
942,3570 تومن برای لباس دادم,shopping
943,1690 خرج بازی شد,entertainment
944,ساندویچ خریدم 3760,food
945,3590 تومن برای لوازم تحریر دادم,shopping
946,صبحونه 2050 تومن شد,food
947,2550 تومن برای کنسرت دادم,entertainment
948,1740 خرج قبض برق شد,housing
949,دکتر خریدم 2910,health
950,3920 تومن اینترنت خونه گرفتم,housing
951,ساندویچ خریدم 3220,food
952,ساندویچ 4770 تومن شد,food
953,بازی خریدم 20,entertainment
954,بنزین 4670 تومن شد,transport
