text,label
پرداخت هزینه تعمیرات منزل به مبلغ ۱۵۰٬۰۰۰ ریال اختصاص یافت.,3
مبلغ شارژ ساختمان مبلغ ۵۰ هزار تومن دادم.,3
کرایه تاکسی برای مسیر مبلغ ۲۰ هزار تومان دادم.,6
کرایه تاکسی برای مسیر به مبلغ ۵ میلیون تومان هزینه شد.,6
خرید لوازم تحریر مبلغ ۵ میلیون تومان دادم.,5
"هزینه قبض برق و گاز مبلغ ۲۵۰,۰۰۰ تومان پیاده شدم.",3
"پول بلیط کنسرت موسیقی مبلغ ۲۵۰,۰۰۰ تومان خرجی کردم.",0
مبلغ ویزیت دندانپزشکی به مبلغ ۱۰ هزار تومن پرداخت شد.,2
پول کتاب‌های آموزشی به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,5
پول بلیط کنسرت موسیقی مبلغ ۲۰ هزار تومان دادم.,0
پول بستنی مبلغ ۲ میلیون ریال برداشتم.,1
پول بنزین ماشین مبلغ ۱۰ هزار تومن پرید.,6
پول خدمات لوله‌کشی به مبلغ ۲ میلیون ریال هزینه شد.,3
بلیط سینما برای فیلم جدید خریدم به مبلغ ۱۰ هزار تومن اختصاص یافت.,0
هزینه خدمات خشک‌شویی به مبلغ ۱۰۰ هزار تومان اختصاص یافت.,4
هزینه خرید لباس جدید مبلغ ۵ میلیون تومان دادم.,5
"خرید لوازم تحریر به مبلغ ۲۵۰,۰۰۰ تومان اختصاص یافت.",5
میوه و سبزیجات تازه خریدم به مبلغ ۷۰۰ هزار تومان هزینه شد.,1
پرداخت خیریه مبلغ ۱۰۰ هزار تومان پرید.,4
"پول بلیط کنسرت موسیقی به مبلغ ۲۵۰,۰۰۰ تومان پرداخت شد.",0
"بلیط مترو و اتوبوس به مبلغ ۲۵۰,۰۰۰ تومان پرداخت کردم.",6
هزینه کرایه اسنپ مبلغ ۱۵۰٬۰۰۰ ریال پیاده شدم.,6
خرید کفش از پاساژ به مبلغ ۳۰ هزار تومن اختصاص یافت.,5
پرداخت اجاره‌بها ماهیانه مبلغ ۱۰۰ هزار تومان خرجی کردم.,3
خرید گل برای مراسم مبلغ ۲۰ هزار تومان دادم.,4
پرداخت هزینه آزمایش خون به مبلغ ۲۰ هزار تومان اختصاص یافت.,2
پرداخت هزینه تعمیرات خودرو مبلغ ۵ میلیون تومان پرید.,6
هزینه ورودی شهربازی پرداخت شد به مبلغ ۱۵۰٬۰۰۰ ریال پرداخت شد.,0
پول خدمات لوله‌کشی مبلغ ۳۰ هزار تومن پرید.,3
بلیط سینما برای فیلم جدید خریدم به مبلغ ۳۰ هزار تومن پرداخت شد.,0
"خرید کیف چرمی مبلغ ۲۵۰,۰۰۰ تومان پیاده شدم.",5
پول بلیط کنسرت موسیقی به مبلغ ۵۰ هزار تومن پرداخت شد.,0
هزینه خدمات خشک‌شویی مبلغ ۷۰۰ هزار تومان برداشتم.,4
مبلغ شارژ ساختمان مبلغ ۲۰ هزار تومان پرید.,3
خرید هدیه تولد برای دوست مبلغ ۱۵۰٬۰۰۰ ریال پیاده شدم.,4
"خرید کفش از پاساژ به مبلغ ۲۵۰,۰۰۰ تومان پرداخت کردم.",5
پرداخت هزینه تعمیرات منزل به مبلغ ۵ میلیون تومان هزینه شد.,3
خرید لوازم تحریر مبلغ ۷۰۰ هزار تومان برداشتم.,5
"پرداخت اجاره‌بها ماهیانه به مبلغ ۲۵۰,۰۰۰ تومان پرداخت شد.",3
پرداخت هزینه آزمایش خون مبلغ ۳۰ هزار تومن خرجی کردم.,2
پرداخت هزینه تعمیرات منزل به مبلغ ۲۰ هزار تومان اختصاص یافت.,3
هزینه مواد غذایی هفتگی مبلغ ۱۰ هزار تومن برداشتم.,1
هزینه ورودی شهربازی پرداخت شد به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,0
خرید ناهار از رستوران به مبلغ ۵۰ هزار تومن اختصاص یافت.,1
پول بستنی به مبلغ ۲۰ هزار تومان هزینه شد.,1
خرید ناهار از رستوران به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,1
هزینه ویزیت دکتر متخصص مبلغ ۱۰۰ هزار تومان دادم.,2
پول بنزین ماشین به مبلغ ۵۰ هزار تومن هزینه شد.,6
خرید لوازم تحریر مبلغ ۲ میلیون ریال برداشتم.,5
"پول بستنی مبلغ ۲۵۰,۰۰۰ تومان پرید.",1
پول پیش‌پرداخت وام مبلغ ۳۰ هزار تومن پرید.,4
پرداخت اجاره‌بها ماهیانه به مبلغ ۲۰ هزار تومان پرداخت کردم.,3
پول خدمات لوله‌کشی مبلغ ۳۰ هزار تومن خرجی کردم.,3
هزینه ورودی شهربازی پرداخت شد مبلغ ۲۰ هزار تومان پرید.,0
پول بلیط کنسرت موسیقی مبلغ ۱۰۰ هزار تومان پرید.,0
کرایه تاکسی برای مسیر مبلغ ۱۵۰٬۰۰۰ ریال پیاده شدم.,6
خرید لوازم تحریر به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,5
پرداخت هزینه آزمایش خون به مبلغ ۱۰ هزار تومن پرداخت کردم.,2
هزینه ورودی شهربازی پرداخت شد به مبلغ ۵۰ هزار تومن هزینه شد.,0
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم به مبلغ ۱۵۰٬۰۰۰ ریال پرداخت شد.,0
هزینه خرید لباس جدید به مبلغ ۵ میلیون تومان پرداخت شد.,5
پول داروخانه برای مکمل مبلغ ۲ میلیون ریال برداشتم.,2
پرداخت خیریه به مبلغ ۱۵۰٬۰۰۰ ریال اختصاص یافت.,4
پرداخت هزینه تعمیرات منزل به مبلغ ۵ میلیون تومان هزینه شد.,3
هزینه خدمات خشک‌شویی به مبلغ ۵ میلیون تومان هزینه شد.,4
"هزینه خدمات خشک‌شویی مبلغ ۲۵۰,۰۰۰ تومان پرید.",4
خرید ناهار از رستوران مبلغ ۱۰۰ هزار تومان دادم.,1
پرداخت هزینه تعمیرات منزل به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,3
پول بلیط کنسرت موسیقی به مبلغ ۷۰۰ هزار تومان پرداخت شد.,0
خرید ناهار از رستوران مبلغ ۷۰۰ هزار تومان خرجی کردم.,1
میوه و سبزیجات تازه خریدم به مبلغ ۵ میلیون تومان پرداخت شد.,1
پرداخت خیریه مبلغ ۲۰ هزار تومان خرجی کردم.,4
پول خدمات لوله‌کشی به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,3
پول بلیط کنسرت موسیقی به مبلغ ۵۰ هزار تومن پرداخت کردم.,0
خرید داروهای نسخه‌ای به مبلغ ۵۰ هزار تومن پرداخت شد.,2
بلیط سینما برای فیلم جدید خریدم به مبلغ ۲ میلیون ریال پرداخت شد.,0
پرداخت اجاره‌بها ماهیانه مبلغ ۲۰ هزار تومان خرجی کردم.,3
پول بنزین ماشین به مبلغ ۱۵۰٬۰۰۰ ریال اختصاص یافت.,6
سفارش پیتزا برای شام به مبلغ ۱۵۰٬۰۰۰ ریال پرداخت کردم.,1
مبلغ شارژ ساختمان به مبلغ ۵۰ هزار تومن پرداخت شد.,3
پول بلیط کنسرت موسیقی مبلغ ۳۰ هزار تومن پرید.,0
سفارش پیتزا برای شام مبلغ ۲۰ هزار تومان پیاده شدم.,1
هزینه بازی‌های ویدیویی به مبلغ ۱۵۰٬۰۰۰ ریال پرداخت شد.,0
هزینه خرید لباس جدید به مبلغ ۵۰ هزار تومن هزینه شد.,5
"مبلغ ویزیت دندانپزشکی مبلغ ۲۵۰,۰۰۰ تومان پیاده شدم.",2
پول خدمات لوله‌کشی مبلغ ۱۰ هزار تومن پرید.,3
پول خدمات لوله‌کشی مبلغ ۱۵۰٬۰۰۰ ریال پیاده شدم.,3
هزینه خدمات خشک‌شویی به مبلغ ۳۰ هزار تومن پرداخت شد.,4
پرداخت هزینه تعمیرات خودرو به مبلغ ۲ میلیون ریال اختصاص یافت.,6
هزینه ورودی شهربازی پرداخت شد مبلغ ۱۵۰٬۰۰۰ ریال پرید.,0
خرید ناهار از رستوران مبلغ ۵۰ هزار تومن پرید.,1
مبلغ ویزیت دندانپزشکی مبلغ ۳۰ هزار تومن پیاده شدم.,2
هزینه خدمات خشک‌شویی مبلغ ۷۰۰ هزار تومان دادم.,4
خرید ناهار از رستوران مبلغ ۱۰۰ هزار تومان پرید.,1
مبلغ ویزیت دندانپزشکی به مبلغ ۷۰۰ هزار تومان پرداخت کردم.,2
بلیط سینما برای فیلم جدید خریدم مبلغ ۱۵۰٬۰۰۰ ریال پرید.,0
هزینه کرایه اسنپ به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,6
خرید داروهای نسخه‌ای مبلغ ۵۰ هزار تومن برداشتم.,2
خرید کفش از پاساژ به مبلغ ۵۰ هزار تومن پرداخت شد.,5
پرداخت هزینه آزمایش خون به مبلغ ۲ میلیون ریال پرداخت شد.,2
پرداخت هزینه تعمیرات منزل مبلغ ۱۰ هزار تومن پرید.,3
خرید کفش از پاساژ به مبلغ ۲ میلیون ریال پرداخت کردم.,5
هزینه بازی‌های ویدیویی به مبلغ ۱۰ هزار تومن اختصاص یافت.,0
هزینه کرایه اسنپ مبلغ ۱۰ هزار تومن دادم.,6
خرید داروهای نسخه‌ای به مبلغ ۲۰ هزار تومان هزینه شد.,2
پرداخت هزینه تعمیرات خودرو به مبلغ ۵ میلیون تومان پرداخت کردم.,6
هزینه ویزیت دکتر متخصص مبلغ ۱۵۰٬۰۰۰ ریال خرجی کردم.,2
هزینه بازی‌های ویدیویی به مبلغ ۱۰۰ هزار تومان پرداخت شد.,0
خرید گل برای مراسم به مبلغ ۷۰۰ هزار تومان پرداخت شد.,4
سفارش پیتزا برای شام به مبلغ ۵۰ هزار تومن پرداخت شد.,1
پول بستنی مبلغ ۱۰ هزار تومن خرجی کردم.,1
پول بنزین ماشین مبلغ ۱۰ هزار تومن دادم.,6
پرداخت خیریه مبلغ ۱۰۰ هزار تومان خرجی کردم.,4
پول بلیط کنسرت موسیقی مبلغ ۲ میلیون ریال خرجی کردم.,0
خرید ناهار از رستوران مبلغ ۵ میلیون تومان پرید.,1
خرید ناهار از رستوران به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,1
هزینه ورودی شهربازی پرداخت شد به مبلغ ۲ میلیون ریال پرداخت شد.,0
"پول بلیط کنسرت موسیقی مبلغ ۲۵۰,۰۰۰ تومان خرجی کردم.",0
مبلغ شارژ ساختمان به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,3
"هزینه خدمات خشک‌شویی مبلغ ۲۵۰,۰۰۰ تومان پیاده شدم.",4
پول خدمات لوله‌کشی مبلغ ۲ میلیون ریال پیاده شدم.,3
پرداخت هزینه تعمیرات منزل به مبلغ ۳۰ هزار تومن هزینه شد.,3
پرداخت هزینه آزمایش خون مبلغ ۵ میلیون تومان دادم.,2
"هزینه ورودی شهربازی پرداخت شد مبلغ ۲۵۰,۰۰۰ تومان برداشتم.",0
مبلغ شارژ ساختمان مبلغ ۱۰ هزار تومن پرید.,3
خرید کفش از پاساژ به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,5
پول بلیط کنسرت موسیقی به مبلغ ۱۰ هزار تومن پرداخت کردم.,0
"پول پیش‌پرداخت وام به مبلغ ۲۵۰,۰۰۰ تومان پرداخت شد.",4
پول کتاب‌های آموزشی به مبلغ ۵ میلیون تومان هزینه شد.,5
هزینه قبض برق و گاز مبلغ ۱۰ هزار تومن پیاده شدم.,3
میوه و سبزیجات تازه خریدم به مبلغ ۵ میلیون تومان پرداخت شد.,1
پرداخت هزینه تعمیرات منزل مبلغ ۱۰ هزار تومن خرجی کردم.,3
خرید گل برای مراسم مبلغ ۲۰ هزار تومان پیاده شدم.,4
پرداخت اجاره‌بها ماهیانه به مبلغ ۱۰۰ هزار تومان اختصاص یافت.,3
پول بستنی به مبلغ ۵۰ هزار تومن پرداخت کردم.,1
پول خدمات لوله‌کشی به مبلغ ۲ میلیون ریال اختصاص یافت.,3
هزینه ویزیت دکتر متخصص به مبلغ ۱۵۰٬۰۰۰ ریال اختصاص یافت.,2
"پول خدمات لوله‌کشی به مبلغ ۲۵۰,۰۰۰ تومان پرداخت کردم.",3
خرید گل برای مراسم به مبلغ ۷۰۰ هزار تومان پرداخت شد.,4
پول داروخانه برای مکمل به مبلغ ۳۰ هزار تومن هزینه شد.,2
"برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم مبلغ ۲۵۰,۰۰۰ تومان پیاده شدم.",0
برای اشتراک ماهانه فیلیمو مبلغ X هزینه کردم به مبلغ ۲۰ هزار تومان پرداخت کردم.,0
میوه و سبزیجات تازه خریدم مبلغ ۱۰ هزار تومن خرجی کردم.,1
مبلغ ویزیت دندانپزشکی به مبلغ ۱۰۰ هزار تومان پرداخت کردم.,2
خرید ناهار از رستوران به مبلغ ۱۵۰٬۰۰۰ ریال هزینه شد.,1
هزینه ویزیت دکتر متخصص به مبلغ ۳۰ هزار تومن پرداخت کردم.,2
خرید لوازم تحریر مبلغ ۵۰ هزار تومن برداشتم.,5
هزینه خدمات خشک‌شویی به مبلغ ۳۰ هزار تومن هزینه شد.,4
پول کتاب‌های آموزشی به مبلغ ۵ میلیون تومان هزینه شد.,5
سفارش پیتزا برای شام مبلغ ۲۰ هزار تومان پیاده شدم.,1
